Index,Frequency,Percentage,Word,Desc,Code,Translit,Len,RuUpper,RuUpperLen,RuSymbols
300,306.05,51.72,совершенно, нар опред степ ,205492,SOVERSHENNO,11,СОВЕРШЕННО,10,True
301,305.01,51.75,кроме, предл род ,4127903,KROME,5,КРОМЕ,5,False
302,304.65,51.78,тысяча, числ кол ед жен им ,4015259,TYSJACHA,8,ТЫСЯЧА,6,True
303,302.69,51.81,месяц, сущ неод ед муж им ,133462,MESJATS,7,МЕСЯЦ,5,True
304,302.26,51.84,брать, гл несов пер/не инф ,58221,BRAT',5,БРАТЬ,5,True
305,302.08,51.87,написать, гл сов перех инф ,61411,NAPISAT',8,НАПИСАТЬ,8,True
306,300.79,51.9,целый, прл ед муж им ,57504,TSELYJ,6,ЦЕЛЫЙ,5,True
307,298.95,51.93,огромный, прл ед муж им ,52969,OGROMNYJ,8,ОГРОМНЫЙ,8,True
308,298.71,51.96,начинать, гл несов пер/не инф ,61502,NACHINAT',9,НАЧИНАТЬ,8,True
309,298.34,51.99,спина, сущ неод ед жен им ,18915,SPINA,5,СПИНА,5,True
310,297.73,52.02,настоящий, прл ед муж им ,51764,NASTOJASCHIJ,12,НАСТОЯЩИЙ,9,True
311,295.71,52.05,пусть, част ,207620,PUST',5,ПУСТЬ,5,True
312,294.91,52.08,язык, сущ ед муж им ,35979,JAZYK,5,ЯЗЫК,4,True
313,293.51,52.1,точно, нар опред кач ,205838,TOCHNO,6,ТОЧНО,5,True
314,292.83,52.13,среди, предл род ,4128201,SREDI,5,СРЕДИ,5,True
315,292.77,52.16,чувствовать, гл несов перех инф ,67230,CHUVSTVOVAT',12,ЧУВСТВОВАТЬ,11,True
316,291.79,52.19,сердце, сущ неод ед ср им ,165771,SERDTSE,7,СЕРДЦЕ,6,True
317,291.36,52.22,вести, гл несов пер/не инф ,58389,VESTI,5,ВЕСТИ,5,True
318,290.87,52.25,иногда, нар опред спос ,200647,INOGDA,6,ИНОГДА,6,True
319,290.81,52.28,мальчик, сущ одуш ед муж им ,27903,MAL'CHIK,8,МАЛЬЧИК,7,True
320,290.02,52.31,успеть, гл сов непер инф ,66929,USPET',6,УСПЕТЬ,6,True
321,288.85,52.34,небо, сущ неод ед ср им ,40631,NEBO,4,НЕБО,4,True
322,288.24,52.37,живой, прл ед муж им ,49223,ZHIVOJ,6,ЖИВОЙ,5,True
323,287.32,52.4,смерть, сущ неод ед жен им ,18453,SMERT',6,СМЕРТЬ,6,True
324,286.83,52.42,продолжать, гл несов пер/не инф ,64564,PRODOLZHAT',11,ПРОДОЛЖАТЬ,10,True
325,286.53,52.45,образ, сущ неод ед муж им ,29091,OBRAZ,5,ОБРАЗ,5,True
326,286.53,52.48,девушка, сущ одуш ед жен им ,4763,DEVUSHKA,8,ДЕВУШКА,7,True
327,285.06,52.51,ко, предл дат ,206839,KO,2,КО,2,False
328,282.55,52.54,забыть, гл сов пер/не инф ,59900,ZABYT',6,ЗАБЫТЬ,6,True
329,282.06,52.57,вокруг, предл род ,4128044,VOKRUG,6,ВОКРУГ,6,True
330,281.69,52.59,письмо, сущ неод ед ср им ,42035,PIS'MO,6,ПИСЬМО,6,True
331,279.43,52.62,власть, сущ неод ед жен им ,3155,VLAST',6,ВЛАСТЬ,6,True
332,279.18,52.65,черный, прл ед муж им ,57634,CHERNYJ,7,ЧЕРНЫЙ,6,True
333,279.12,52.68,пройти, гл сов пер/не инф ,64648,PROJTI,6,ПРОЙТИ,6,True
334,278.45,52.71,появиться, гл сов непер воз инф ,189543,POJAVIT'SJA,11,ПОЯВИТЬСЯ,9,True
335,275.69,52.73,воздух, сущ неод ед муж им ,23877,VOZDUH,6,ВОЗДУХ,6,True
336,275.63,52.76,разный, прл ед муж им ,54864,RAZNYJ,6,РАЗНЫЙ,6,True
337,275.27,52.79,выходить, гл несов непер инф ,217604,VYHODIT',8,ВЫХОДИТЬ,8,True
338,272.69,52.82,брат, сущ одуш ед муж им ,23277,BRAT,4,БРАТ,4,True
339,272.69,52.84,просить, гл несов пер/не инф ,64725,PROSIT',7,ПРОСИТЬ,7,True
340,272.57,52.87,собственный, прл ед муж им ,55849,SOBSTVENNYJ,11,СОБСТВЕННЫЙ,11,True
341,272.27,52.9,отношение, сущ неод ед ср им ,41639,OTNOSHENIE,10,ОТНОШЕНИЕ,9,True
342,272.02,52.93,затем, нар обст врем ,200431,ZATEM,5,ЗАТЕМ,5,False
343,271.47,52.95,пытаться, гл несов непер воз инф ,191214,PYTAT'SJA,9,ПЫТАТЬСЯ,8,True
344,271.1,52.98,показать, гл сов перех инф ,63250,POKAZAT',8,ПОКАЗАТЬ,8,True
345,270.43,53.01,вспомнить, гл сов пер/не инф ,58816,VSPOMNIT',9,ВСПОМНИТЬ,9,True
346,269.63,53.03,система, сущ неод ед жен им ,18057,SISTEMA,7,СИСТЕМА,7,True
347,268.35,53.06,четыре, числ кол им ,4015061,CHETYRE,7,ЧЕТЫРЕ,6,True
348,268.04,53.09,квартира, сущ неод ед жен им ,7433,KVARTIRA,8,КВАРТИРА,8,True
349,267.37,53.11,держать, гл несов перех инф ,59536,DERZHAT',8,ДЕРЖАТЬ,7,True
350,267.31,53.14,также, част ,4104797,TAKZHE,6,ТАКЖЕ,5,True
351,266.94,53.17,любовь, сущ неод ед жен им ,9395,LJUBOV',7,ЛЮБОВЬ,6,True
352,266.57,53.19,солдат, сущ одуш ед муж им ,32925,SOLDAT,6,СОЛДАТ,6,True
353,265.78,53.22,откуда, нар вопр ,202929,OTKUDA,6,ОТКУДА,6,True
354,265.04,53.25,чтоб, союз ,207329,CHTOB,5,ЧТОБ,4,True
355,264.06,53.27,называть, гл несов перех инф ,61320,NAZYVAT',8,НАЗЫВАТЬ,8,True
356,263.7,53.3,хозяин, сущ одуш ед муж им ,35055,HOZJAIN,7,ХОЗЯИН,6,True
357,263.7,53.33,третий, числ поряд ед муж им ,4015442,TRETIJ,6,ТРЕТИЙ,6,True
358,263.57,53.35,вроде, предл род ,4128051,VRODE,5,ВРОДЕ,5,True
359,263.15,53.38,уходить, гл несов непер инф ,184347,UHODIT',7,УХОДИТЬ,7,True
360,262.84,53.4,подойти, гл сов непер инф ,63041,PODOJTI,7,ПОДОЙТИ,7,True
361,262.53,53.43,поднять, гл сов перех инф ,63020,PODNJAT',8,ПОДНЯТЬ,7,True
362,262.35,53.46,особенно, нар опред степ ,202876,OSOBENNO,8,ОСОБЕННО,8,True
363,262.29,53.48,спрашивать, гл несов пер/не инф ,66048,SPRASHIVAT',11,СПРАШИВАТЬ,10,True
364,261.98,53.51,начальник, сущ одуш ед муж им ,28851,NACHAL'NIK,10,НАЧАЛЬНИК,9,True
365,260.82,53.54,оба, числ собир муж им ,4016597,OBA,3,ОБА,3,True
366,260.33,53.56,бросить, гл сов пер/не инф ,58319,BROSIT',7,БРОСИТЬ,7,True
367,258.98,53.59,школа, сущ неод ед жен им ,22251,SHKOLA,6,ШКОЛА,5,True
368,258.74,53.61,парень, сущ одуш ед муж им ,135850,PAREN',6,ПАРЕНЬ,6,True
369,258.31,53.64,кровь, сущ неод ед жен им ,8513,KROV',5,КРОВЬ,5,True
370,258.0,53.67,двадцать, числ кол им ,4015157,DVADTSAT',9,ДВАДЦАТЬ,8,True
371,257.15,53.69,солнце, сущ неод ед ср им ,165456,SOLNTSE,7,СОЛНЦЕ,6,True
372,256.9,53.72,неделя, сущ неод ед жен им ,11177,NEDELJA,7,НЕДЕЛЯ,6,True
373,255.37,53.74,послать, гл сов перех инф ,63824,POSLAT',7,ПОСЛАТЬ,7,True
374,254.45,53.77,находиться, гл несов непер воз инф ,197280,NAHODIT'SJA,11,НАХОДИТЬСЯ,10,True
375,254.33,53.79,ребята, сущ одуш мн им ,1587225,REBJATA,7,РЕБЯТА,6,True
376,253.84,53.82,поставить, гл сов перех инф ,63656,POSTAVIT',9,ПОСТАВИТЬ,9,True
377,253.35,53.84,встать, гл сов непер инф ,58844,VSTAT',6,ВСТАТЬ,6,True
378,253.17,53.87,например, ввод ,4104935,NAPRIMER,8,НАПРИМЕР,8,True
379,252.98,53.89,мужчина, сущ одуш ед муж им ,1219025,MUZHCHINA,9,МУЖЧИНА,7,True
380,252.98,53.92,шаг, сущ неод ед муж им ,35433,SHAG,4,ШАГ,3,True
381,252.56,53.95,все равно, нар опред спос ,199493,VSE RAVNO,9,ВСЕ РАВНО,9,False
382,252.49,53.97,мало, нар опред степ ,201209,MALO,4,МАЛО,4,True
383,252.49,54.0,нос, сущ неод ед муж им ,28959,NOS,3,НОС,3,False
384,252.31,54.02,внимание, сущ неод ед ср им ,37499,VNIMANIE,8,ВНИМАНИЕ,8,True
385,252.19,54.05,капитан, сущ одуш ед муж им ,26223,KAPITAN,7,КАПИТАН,7,True
386,250.17,54.07,туда, нар обст напр ,205907,TUDA,4,ТУДА,4,True
387,250.17,54.1,ухо, сущ неод ед ср им ,45869,UHO,3,УХО,3,False
388,250.11,54.12,сюда, нар обст напр ,205721,SJUDA,5,СЮДА,4,True
389,249.62,54.15,играть, гл несов пер/не инф ,60481,IGRAT',6,ИГРАТЬ,6,True
390,249.56,54.17,следовать, гл несов непер инф ,65614,SLEDOVAT',9,СЛЕДОВАТЬ,9,True
391,248.58,54.2,рассказать, гл сов пер/не инф ,65194,RASSKAZAT',10,РАССКАЗАТЬ,10,True
392,247.9,54.22,великий, прл ед муж им ,47602,VELIKIJ,7,ВЕЛИКИЙ,7,True
393,247.84,54.25,действительно, нар опред кач ,199838,DEJSTVITEL'NO,13,ДЕЙСТВИТЕЛЬНО,13,True
394,247.6,54.27,слишком, нар опред степ ,205408,SLISHKOM,8,СЛИШКОМ,7,True
395,247.35,54.29,тяжелый, прл ед муж им ,56854,TJAZHELYJ,9,ТЯЖЕЛЫЙ,7,True
396,246.19,54.32,спать, гл несов непер инф ,66020,SPAT',5,СПАТЬ,5,True
397,246.13,54.34,оставить, гл сов перех инф ,62075,OSTAVIT',8,ОСТАВИТЬ,8,True
398,244.54,54.37,войти, гл сов непер инф ,58676,VOJTI,5,ВОЙТИ,5,True
399,244.05,54.39,длинный, прл ед муж им ,48803,DLINNYJ,7,ДЛИННЫЙ,7,True
400,243.86,54.42,чувство, сущ неод ед ср им ,46121,CHUVSTVO,8,ЧУВСТВО,7,True
401,243.68,54.44,молчать, гл несов непер инф ,61166,MOLCHAT',8,МОЛЧАТЬ,7,True
402,243.19,54.47,рассказывать, гл несов пер/не инф ,65201,RASSKAZYVAT',12,РАССКАЗЫВАТЬ,12,True
403,242.58,54.49,отвечать, гл несов непер инф ,62173,OTVECHAT',9,ОТВЕЧАТЬ,8,True
404,242.46,54.51,становиться, гл несов непер воз инф ,193635,STANOVIT'SJA,12,СТАНОВИТЬСЯ,11,True
405,240.99,54.54,остановиться, гл сов непер воз инф ,188311,OSTANOVIT'SJA,13,ОСТАНОВИТЬСЯ,12,True
406,240.44,54.56,берег, сущ неод ед муж им ,23031,BEREG,5,БЕРЕГ,5,True
407,239.52,54.59,семья, сущ неод ед жен им ,17835,SEM'JA,6,СЕМЬЯ,5,True
408,239.4,54.61,искать, гл несов пер/не инф ,60768,ISKAT',6,ИСКАТЬ,6,True
409,239.21,54.63,генерал, сущ одуш ед муж им ,24255,GENERAL,7,ГЕНЕРАЛ,7,True
410,238.6,54.66,момент, сущ неод ед муж им ,28377,MOMENT,6,МОМЕНТ,6,False
411,237.56,54.68,десять, числ кол им ,4015097,DESJAT',7,ДЕСЯТЬ,6,True
412,237.38,54.71,начать, гл сов пер/не инф ,61509,NACHAT',7,НАЧАТЬ,6,True
413,237.25,54.73,следующий, прл ед муж им ,55709,SLEDUJUSCHIJ,12,СЛЕДУЮЩИЙ,9,True
414,237.19,54.75,личный, прл ед муж им ,50848,LICHNYJ,7,ЛИЧНЫЙ,6,True
415,236.7,54.78,труд, сущ неод ед муж им ,34245,TRUD,4,ТРУД,4,True
416,236.21,54.8,верить, гл несов непер инф ,58410,VERIT',6,ВЕРИТЬ,6,True
417,235.6,54.82,группа, сущ неод ед жен им ,4511,GRUPPA,6,ГРУППА,6,True
418,235.48,54.85,немного, нар опред степ ,202271,NEMNOGO,7,НЕМНОГО,7,True
419,235.11,54.87,впрочем, ввод ,4104874,VPROCHEM,8,ВПРОЧЕМ,7,True
420,234.99,54.89,видно, предик ,208311,VIDNO,5,ВИДНО,5,True
421,234.74,54.92,являться, гл несов непер воз инф ,192889,JAVLJAT'SJA,11,ЯВЛЯТЬСЯ,8,True
422,234.68,54.94,муж, сущ одуш ед муж им ,1218971,MUZH,4,МУЖ,3,True
423,231.93,54.96,разве, част ,207623,RAZVE,5,РАЗВЕ,5,False
424,231.13,54.99,движение, сущ неод ед ср им ,38327,DVIZHENIE,9,ДВИЖЕНИЕ,8,True
425,230.76,55.01,порядок, сущ неод ед муж им ,36755,PORJADOK,8,ПОРЯДОК,7,True
426,229.66,55.03,ответ, сущ неод ед муж им ,29403,OTVET,5,ОТВЕТ,5,False
427,229.48,55.06,тихо, нар опред кач ,205789,TIHO,4,ТИХО,4,True
428,229.36,55.08,знакомый, прл ед муж им ,49593,ZNAKOMYJ,8,ЗНАКОМЫЙ,8,True
429,228.44,55.1,газета, сущ неод ед жен им ,3731,GAZETA,6,ГАЗЕТА,6,True
430,227.34,55.13,помощь, сущ неод ед жен им ,14865,POMOSCH',8,ПОМОЩЬ,6,True
431,225.26,55.15,сильный, прл ед муж им ,55529,SIL'NYJ,7,СИЛЬНЫЙ,7,True
432,224.83,55.17,собака, сущ одуш ед жен им ,18537,SOBAKA,6,СОБАКА,6,True
433,224.83,55.19,скорый, прл ед муж им ,55644,SKORYJ,6,СКОРЫЙ,6,True
434,224.52,55.22,дерево, сущ неод ед ср им ,38381,DEREVO,6,ДЕРЕВО,6,True
435,224.4,55.24,снег, сущ неод ед муж им ,32841,SNEG,4,СНЕГ,4,True
436,224.22,55.26,сон, сущ неод ед муж им ,32937,SON,3,СОН,3,False
437,222.93,55.28,смысл, сущ неод ед муж им ,32829,SMYSL,5,СМЫСЛ,5,True
438,222.62,55.3,смочь, гл сов непер инф ,65712,SMOCH',6,СМОЧЬ,5,True
439,222.32,55.33,против, предл род ,4128169,PROTIV,6,ПРОТИВ,6,True
440,221.77,55.35,бежать, гл несов пер/не инф ,58200,BEZHAT',7,БЕЖАТЬ,6,True
441,221.64,55.37,двор, сущ неод ед муж им ,24711,DVOR,4,ДВОР,4,True
442,221.4,55.39,форма, сущ неод ед жен им ,21303,FORMA,5,ФОРМА,5,True
443,221.03,55.42,простой, прл ед муж им ,54569,PROSTOJ,7,ПРОСТОЙ,7,True
444,220.54,55.44,приехать, гл сов непер инф ,64237,PRIEHAT',8,ПРИЕХАТЬ,8,True
445,220.48,55.46,иной, прл ед муж им ,49833,INOJ,4,ИНОЙ,4,True
446,220.36,55.48,кричать, гл несов пер/не инф ,60908,KRICHAT',8,КРИЧАТЬ,7,True
447,219.93,55.5,возможность, сущ неод ед жен им ,3257,VOZMOZHNOST',12,ВОЗМОЖНОСТЬ,11,True
448,219.62,55.53,общество, сущ неод ед ср им ,41099,OBSCHESTVO,10,ОБЩЕСТВО,8,True
449,219.38,55.55,зеленый, прл ед муж им ,49523,ZELENYJ,7,ЗЕЛЕНЫЙ,7,True
450,218.95,55.57,грудь, сущ неод ед жен им ,4493,GRUD',5,ГРУДЬ,5,True
451,217.91,55.59,угол, сущ неод ед муж им ,142137,UGOL,4,УГОЛ,4,True
452,217.67,55.61,открыть, гл сов перех инф ,62264,OTKRYT',7,ОТКРЫТЬ,7,True
453,217.36,55.63,ладно, част ,207516,LADNO,5,ЛАДНО,5,True
454,217.36,55.66,происходить, гл несов пер/не инф ,90949,PROISHODIT',11,ПРОИСХОДИТЬ,11,True
455,216.87,55.68,черный, сущ одуш ед муж им ,143585,CHERNYJ,7,ЧЕРНЫЙ,6,True
456,216.63,55.7,век, сущ неод ед муж им ,23589,VEK,3,ВЕК,3,False
457,216.56,55.72,карман, сущ неод ед муж им ,26295,KARMAN,6,КАРМАН,6,False
458,216.14,55.74,ехать, гл несов непер инф ,72579,EHAT',5,ЕХАТЬ,5,True
459,216.01,55.76,немец, сущ одуш ед муж им ,134545,NEMETS,6,НЕМЕЦ,5,True
460,215.65,55.79,наверное, ввод ,4104879,NAVERNOE,8,НАВЕРНОЕ,8,False
461,215.4,55.81,губа, сущ неод ед жен им ,4559,GUBA,4,ГУБА,4,True
462,214.67,55.83,дядя, сущ одуш ед муж им ,129592,DJADJA,6,ДЯДЯ,4,True
463,214.61,55.85,приходить, гл несов непер инф ,90234,PRIHODIT',9,ПРИХОДИТЬ,9,True
464,214.54,55.87,часто, нар опред кач ,206311,CHASTO,6,ЧАСТО,5,True
465,214.48,55.89,домой, нар обст напр ,200041,DOMOJ,5,ДОМОЙ,5,True
466,214.36,55.92,огонь, сущ неод ед муж им ,135078,OGON',5,ОГОНЬ,5,True
467,213.5,55.94,писатель, сущ одуш ед муж им ,136482,PISATEL',8,ПИСАТЕЛЬ,8,True
468,213.14,55.96,армия, сущ неод ед жен им ,145141,ARMIJA,6,АРМИЯ,5,True
469,212.95,55.98,состояние, сущ неод ед ср им ,44915,SOSTOJANIE,10,СОСТОЯНИЕ,9,True
470,211.54,56.0,зуб, сущ неод ед муж им ,25695,ZUB,3,ЗУБ,3,True
471,211.48,56.02,очередь, сущ неод ед жен им ,13217,OCHERED',8,ОЧЕРЕДЬ,7,True
472,210.32,56.04,кой, мест прил ед муж им ,4014315,KOJ,3,КОЙ,3,True
473,209.95,56.06,подняться, гл сов непер воз инф ,189034,PODNJAT'SJA,11,ПОДНЯТЬСЯ,9,True
474,209.77,56.08,камень, сущ неод ед муж им ,130789,KAMEN',6,КАМЕНЬ,6,True
475,209.65,56.11,гость, сущ одуш ед муж им ,1207923,GOST',5,ГОСТЬ,5,True
476,209.52,56.13,показаться, гл сов непер воз инф ,189169,POKAZAT'SJA,11,ПОКАЗАТЬСЯ,10,True
477,209.16,56.15,ветер, сущ неод ед муж им ,127536,VETER,5,ВЕТЕР,5,False
478,208.85,56.17,попасть, гл сов непер инф ,63488,POPAST',7,ПОПАСТЬ,7,True
479,208.85,56.19,собираться, гл несов непер воз инф ,193886,SOBIRAT'SJA,11,СОБИРАТЬСЯ,10,True
480,207.57,56.21,принять, гл сов пер/не инф ,64314,PRINJAT',8,ПРИНЯТЬ,7,True
481,206.89,56.23,сначала, нар обст врем ,205454,SNACHALA,8,СНАЧАЛА,7,True
482,206.83,56.25,поехать, гл сов непер инф ,63124,POEHAT',7,ПОЕХАТЬ,7,True
